"","from","to","weight","type"
"2168",81,80,19,"received"
"2169",32,80,19,"received"
"2170",81,80,19,"received"
"2171",81,80,19,"received"
"2172",124,80,18,"received"
"2173",196,80,19,"received"
"2174",153,80,19,"received"
"2175",81,80,19,"received"
"2176",81,80,19,"received"
"2177",81,80,16,"received"
"2178",170,80,18,"received"
"2179",NA,80,19,"received"
"2180",81,80,19,"received"
"2181",32,80,19,"received"
"2182",116,81,18,"received"
"2183",116,80,18,"received"
"2184",81,80,19,"received"
"2185",32,80,13,"received"
"2186",116,81,18,"received"
"2187",116,80,18,"received"
"2188",30,80,19,"received"
"2189",81,80,18,"received"
"2190",53,86,19,"received"
"2191",87,80,17,"received"
"2192",87,170,17,"received"
"2193",87,9,17,"received"
"2194",53,86,19,"received"
"2195",81,80,18,"received"
"2196",81,80,19,"received"
"2197",81,80,19,"received"
"2198",170,87,19,"received"
"2199",81,80,19,"received"
"2200",81,80,19,"received"
"2201",81,80,16,"received"
"2202",81,80,19,"received"
"2203",32,80,16,"received"
"2204",81,80,18,"received"
"2205",81,80,19,"received"
"2206",32,80,12,"received"
"2207",116,80,18,"received"
"2208",118,109,19,"received"
"2209",81,80,19,"received"
"2210",118,109,19,"received"
"2211",32,80,19,"received"
"2212",32,80,17,"received"
"2213",81,80,19,"received"
"2214",32,80,19,"received"
"2215",81,80,19,"received"
"2216",81,80,19,"received"
"2217",32,80,19,"received"
"2218",81,80,19,"received"
"2219",81,80,18,"received"
"2220",32,80,19,"received"
"2221",116,80,18,"received"
"2222",87,80,17,"received"
"2223",87,170,17,"received"
"2224",87,9,17,"received"
"2225",116,80,18,"received"
"2226",194,80,19,"received"
"2227",81,80,19,"received"
"2228",81,80,19,"received"
"2229",116,80,19,"received"
"2230",116,80,19,"received"
"2231",124,81,18,"received"
"2232",124,80,18,"received"
"2233",194,80,19,"received"
"2234",194,80,19,"received"
"2235",32,80,18,"received"
"2236",153,80,19,"received"
"2237",32,80,19,"received"
"2238",32,80,19,"received"
"2239",32,80,18,"received"
"2240",30,80,19,"received"
"2241",116,80,19,"received"
"2242",124,80,19,"received"
"2243",32,80,19,"received"
"2244",194,80,19,"received"
"2245",119,80,19,"received"
"2246",81,80,19,"received"
"2247",81,80,19,"received"
"2248",32,80,19,"received"
"2249",32,80,18,"received"
"2250",30,80,19,"received"
"2251",196,80,19,"received"
"2252",81,80,19,"received"
"2253",191,80,18,"received"
"2254",191,80,18,"received"
"2255",81,80,18,"received"
"2256",81,80,19,"received"
"2257",32,80,18,"received"
"2258",116,80,18,"received"
"2259",32,80,17,"received"
"2260",81,80,19,"received"
"2261",81,80,19,"received"
"2262",81,80,19,"received"
"2263",32,80,18,"received"
"2264",81,80,19,"received"
"2265",32,80,19,"received"
"2266",81,187,19,"received"
"2267",30,80,19,"received"
"2268",81,281,18,"received"
"2269",81,80,18,"received"
"2270",32,80,19,"received"
"2271",32,80,18,"received"
"2272",32,80,19,"received"
"2273",32,80,17,"received"
"2274",32,80,19,"received"
"2275",32,80,18,"received"
"2276",NA,80,19,"received"
"2277",81,80,19,"received"
"2278",81,80,19,"received"
"2279",81,80,19,"received"
"2280",81,80,19,"received"
"2281",81,80,19,"received"
"2282",81,80,19,"received"
"2283",32,80,19,"received"
"2284",32,80,18,"received"
"2285",32,80,19,"received"
"2286",32,80,14,"received"
"2287",116,80,18,"received"
"2288",81,80,19,"received"
"2289",81,80,19,"received"
"2290",81,80,19,"received"
"2291",32,80,19,"received"
"2292",32,80,19,"received"
"2293",32,80,18,"received"
"2294",32,80,18,"received"
"2295",32,80,18,"received"
"2296",32,80,17,"received"
"2297",32,80,18,"received"
"2298",32,80,18,"received"
"2299",194,80,19,"received"
"2300",32,80,17,"received"
"2301",32,80,19,"received"
"2302",32,80,17,"received"
"2303",32,80,19,"received"
"2304",32,80,18,"received"
"2305",116,80,18,"received"
"2306",124,80,17,"received"
"2307",124,81,17,"received"
"2308",124,32,17,"received"
"2309",116,80,19,"received"
"2310",124,80,19,"received"
"2311",81,80,19,"received"
"2312",81,80,19,"received"
"2313",81,80,19,"received"
"2314",32,80,19,"received"
"2315",124,80,19,"received"
"2316",81,80,19,"received"
"2317",81,80,19,"received"
"2318",81,80,19,"received"
"2319",32,80,19,"received"
"2320",32,80,11,"received"
"2321",116,80,18,"received"
"2322",87,80,19,"received"
"2323",194,80,19,"received"
"2324",87,81,14,"received"
"2325",87,80,14,"received"
"2326",87,32,14,"received"
"2327",81,80,19,"received"
"2328",32,80,18,"received"
"2329",32,80,19,"received"
"2330",32,80,19,"received"
"2331",32,80,19,"received"
"2332",81,80,19,"received"
"2333",81,80,18,"received"
"2334",32,87,19,"received"
"2335",116,80,18,"received"
"2336",196,80,19,"received"
"2337",87,80,19,"received"
"2338",81,80,18,"received"
"2339",93,80,19,"received"
"2340",143,80,18,"received"
"2341",32,80,16,"received"
"2342",32,80,16,"received"
"2343",81,80,19,"received"
"2344",81,80,19,"received"
"2345",32,80,19,"received"
"2346",116,80,18,"received"
"2347",81,80,19,"received"
"2348",81,80,19,"received"
"2349",116,80,19,"received"
"2350",194,80,19,"received"
"2351",194,80,19,"received"
"2352",194,80,19,"received"
"2353",81,80,19,"received"
"2354",122,80,19,"received"
"2355",81,80,19,"received"
"2356",196,80,19,"received"
"2357",87,196,19,"received"
"2358",81,80,19,"received"
"2359",81,80,19,"received"
"2360",81,80,19,"received"
"2361",81,80,19,"received"
"2362",81,80,19,"received"
"2363",32,80,19,"received"
"2364",32,80,17,"received"
"2365",32,80,18,"received"
"2366",81,80,19,"received"
"2367",87,80,19,"received"
"2368",32,80,19,"received"
"2369",116,80,19,"received"
"2370",170,80,19,"received"
"2371",81,80,19,"received"
"2372",116,80,19,"received"
"2373",112,80,19,"received"
"2374",112,80,19,"received"
"2375",87,80,17,"received"
"2376",87,81,17,"received"
"2377",90,80,19,"received"
"2378",180,80,18,"received"
"2379",116,80,19,"received"
"2380",116,80,19,"received"
"2381",32,80,19,"received"
"2382",81,80,19,"received"
"2383",32,80,19,"received"
"2384",32,80,19,"received"
"2385",81,80,19,"received"
"2386",81,80,19,"received"
"2387",116,80,19,"received"
"2388",225,80,19,"received"
"2389",124,80,18,"received"
"2390",124,81,18,"received"
"2391",32,80,17,"received"
"2392",32,80,18,"received"
"2393",32,80,19,"received"
"2394",194,80,19,"received"
"2395",194,80,19,"received"
"2396",32,80,19,"received"
"2397",15,80,19,"received"
"2398",32,80,16,"received"
"2399",32,80,19,"received"
"2400",32,80,19,"received"
"2401",32,80,19,"received"
"2402",32,80,19,"received"
"2403",32,80,17,"received"
"2404",32,80,18,"received"
"2405",112,80,19,"received"
"2406",39,80,19,"received"
"2407",81,80,19,"received"
"2408",81,80,19,"received"
"2409",81,80,18,"received"
"2410",32,80,19,"received"
"2411",81,80,19,"received"
"2412",93,80,19,"received"
"2413",194,80,19,"received"
"2414",32,80,17,"received"
"2415",194,80,19,"received"
"2416",32,80,19,"received"
"2417",32,80,19,"received"
"2418",81,58,18,"received"
"2419",32,80,19,"received"
"2420",32,80,16,"received"
"2421",32,80,16,"received"
"2422",32,168,16,"received"
"2423",32,171,16,"received"
"2424",32,170,16,"received"
"2425",124,81,17,"received"
"2426",124,80,17,"received"
"2427",124,81,17,"received"
"2428",32,81,18,"received"
"2429",32,80,18,"received"
"2430",32,80,18,"received"
"2431",81,180,19,"received"
"2432",180,80,19,"received"
"2433",194,80,19,"received"
"2434",81,80,17,"received"
"2435",32,81,13,"received"
"2436",32,168,13,"received"
"2437",32,389,13,"received"
"2438",32,170,13,"received"
"2439",32,390,13,"received"
"2440",32,87,13,"received"
"2441",32,87,13,"received"
"2442",32,80,19,"received"
"2443",32,87,18,"received"
"2444",32,87,18,"received"
"2445",116,80,18,"received"
"2446",185,80,19,"received"
"2447",81,80,19,"received"
"2448",81,80,19,"received"
"2449",185,80,18,"received"
"2450",185,116,18,"received"
"2451",81,80,19,"received"
"2452",32,80,19,"received"
"2453",32,80,19,"received"
"2454",81,80,19,"received"
"2455",81,80,19,"received"
"2456",81,80,19,"received"
"2457",81,80,19,"received"
"2458",81,80,16,"received"
"2459",81,187,16,"received"
"2460",81,391,16,"received"
"2461",NA,80,19,"received"
"2462",81,80,19,"received"
"2463",81,80,19,"received"
"2464",81,80,19,"received"
"2465",81,80,19,"received"
"2466",81,80,19,"received"
"2467",81,80,19,"received"
"2468",81,80,19,"received"
"2469",81,80,19,"received"
"2470",81,80,19,"received"
"2471",81,80,19,"received"
"2472",81,80,19,"received"
"2473",81,80,19,"received"
"2474",32,80,19,"received"
"2475",32,80,18,"received"
"2476",32,177,19,"received"
"2477",32,80,19,"received"
"2478",32,80,18,"received"
"2479",81,80,19,"received"
"2480",81,80,18,"received"
"2481",81,80,19,"received"
"2482",81,80,19,"received"
"2483",81,80,19,"received"
"2484",116,80,19,"received"
"2485",32,80,19,"received"
"2486",32,80,19,"received"
"2487",32,80,19,"received"
"2488",81,80,19,"received"
"2489",81,80,19,"received"
"2490",81,80,19,"received"
"2491",81,80,19,"received"
"2492",81,80,19,"received"
"2493",81,80,18,"received"
"2494",81,80,19,"received"
"2495",81,80,18,"received"
"2496",81,80,19,"received"
"2497",81,80,19,"received"
"2498",81,80,19,"received"
"2499",32,80,18,"received"
"2500",81,80,19,"received"
"2501",81,80,19,"received"
"2502",116,80,18,"received"
"2503",116,185,18,"received"
"2504",185,80,18,"received"
"2505",185,116,18,"received"
"2506",32,80,19,"received"
"2507",81,80,19,"received"
"2508",87,80,19,"received"
"2509",124,80,19,"received"
"2510",32,80,17,"received"
"2511",32,87,17,"received"
"2512",32,80,18,"received"
"2513",81,80,19,"received"
"2514",32,80,18,"received"
"2515",32,80,18,"received"
"2516",32,80,18,"received"
"2517",32,80,15,"received"
"2518",32,80,19,"received"
"2519",32,80,18,"received"
"2520",32,80,18,"received"
"2521",32,80,18,"received"
"2522",32,80,19,"received"
"2523",32,80,17,"received"
"2524",124,80,18,"received"
"2525",124,81,18,"received"
"2526",32,80,19,"received"
"2527",32,80,19,"received"
"2528",32,80,19,"received"
"2529",81,80,19,"received"
"2530",81,80,19,"received"
"2531",124,80,19,"received"
"2532",87,80,19,"received"
"2533",32,80,19,"received"
"2534",196,80,19,"received"
"2535",196,80,19,"received"
"2536",81,80,19,"received"
"2537",81,80,19,"received"
"2538",185,80,19,"received"
"2539",81,80,18,"received"
"2540",124,80,18,"received"
"2541",124,81,18,"received"
"2542",124,80,19,"received"
"2543",194,80,19,"received"
"2544",116,80,19,"received"
"2545",87,80,17,"received"
"2546",87,32,17,"received"
"2547",32,80,19,"received"
"2548",80,180,18,"sent"
"2549",32,81,19,"received"
"2550",80,392,18,"sent"
"2551",80,87,18,"sent"
"2552",80,180,18,"sent"
"2553",32,80,18,"received"
"2554",80,180,18,"sent"
"2555",80,87,18,"sent"
"2556",80,243,18,"sent"
"2557",80,87,19,"sent"
"2558",81,137,19,"received"
"2559",80,32,19,"sent"
"2560",80,184,17,"sent"
"2561",80,110,17,"sent"
"2562",80,81,17,"sent"
"2563",80,272,17,"sent"
"2564",32,80,18,"received"
"2565",80,393,18,"sent"
"2566",80,32,18,"sent"
"2567",32,80,19,"received"
"2568",116,80,18,"received"
"2569",80,32,18,"sent"
"2570",80,32,18,"sent"
"2571",32,80,18,"received"
"2572",194,32,17,"received"
"2573",194,80,17,"received"
"2574",194,394,17,"received"
"2575",80,81,19,"sent"
"2576",194,32,18,"received"
"2577",194,80,18,"received"
"2578",80,81,19,"sent"
"2579",194,80,19,"received"
"2580",194,80,19,"received"
"2581",194,286,17,"received"
"2582",194,80,17,"received"
"2583",194,32,17,"received"
"2584",81,80,16,"received"
"2585",81,87,16,"received"
"2586",81,124,16,"received"
"2587",80,81,19,"sent"
"2588",194,80,19,"received"
"2589",80,32,19,"sent"
"2590",81,80,19,"received"
"2591",80,81,19,"sent"
"2592",80,32,19,"sent"
"2593",80,81,19,"sent"
"2594",194,80,19,"received"
"2595",32,80,17,"received"
"2596",80,32,18,"sent"
"2597",80,256,18,"sent"
"2598",32,80,18,"received"
"2599",32,395,18,"received"
"2600",80,32,18,"sent"
"2601",80,256,18,"sent"
"2602",32,106,18,"received"
"2603",32,395,18,"received"
"2604",80,22,19,"sent"
"2605",81,80,19,"received"
"2606",116,80,18,"received"
"2607",80,32,19,"sent"
"2608",NA,80,19,"received"
"2609",80,32,18,"sent"
"2610",80,256,18,"sent"
"2611",85,80,19,"received"
"2612",93,80,19,"received"
"2613",81,80,19,"received"
"2614",81,80,19,"received"
"2615",80,150,18,"sent"
"2616",80,81,18,"sent"
"2617",80,32,11,"sent"
"2618",80,256,11,"sent"
"2619",32,80,18,"received"
"2620",32,80,19,"received"
"2621",80,204,19,"sent"
"2622",87,80,18,"received"
"2623",81,80,19,"received"
"2624",32,80,19,"received"
"2625",116,80,19,"received"
"2626",32,80,18,"received"
"2627",32,80,19,"received"
"2628",32,80,19,"received"
"2629",32,80,16,"received"
"2630",116,80,18,"received"
"2631",116,124,18,"received"
"2632",196,80,18,"received"
"2633",196,80,18,"received"
"2634",124,80,18,"received"
"2635",124,116,18,"received"
"2636",196,80,18,"received"
"2637",196,80,18,"received"
"2638",81,80,19,"received"
"2639",81,80,19,"received"
"2640",116,80,19,"received"
"2641",32,80,17,"received"
"2642",116,80,19,"received"
"2643",32,80,19,"received"
"2644",113,80,19,"received"
"2645",32,80,19,"received"
"2646",15,80,19,"received"
"2647",32,80,17,"received"
"2648",81,80,19,"received"
"2649",81,80,19,"received"
"2650",32,80,19,"received"
"2651",81,80,19,"received"
"2652",32,80,16,"received"
"2653",32,80,19,"received"
"2654",81,80,19,"received"
"2655",81,80,19,"received"
"2656",32,80,19,"received"
"2657",87,80,19,"received"
"2658",81,80,19,"received"
"2659",116,80,18,"received"
"2660",32,80,19,"received"
"2661",50,80,19,"received"
"2662",32,80,18,"received"
"2663",170,80,19,"received"
"2664",85,80,19,"received"
"2665",80,81,15,"sent"
"2666",80,81,15,"sent"
"2667",80,180,15,"sent"
"2668",80,180,17,"sent"
"2669",87,80,19,"received"
"2670",32,80,18,"received"
"2671",81,80,19,"received"
"2672",32,80,19,"received"
"2673",32,80,19,"received"
"2674",32,80,19,"received"
"2675",81,80,18,"received"
"2676",87,80,19,"received"
"2677",170,80,18,"received"
"2678",80,112,17,"sent"
"2679",32,80,19,"received"
"2680",100,80,19,"received"
"2681",32,80,19,"received"
"2682",32,80,19,"received"
"2683",87,80,17,"received"
"2684",87,170,17,"received"
"2685",81,80,19,"received"
"2686",80,32,19,"sent"
"2687",52,80,19,"received"
"2688",81,80,19,"received"
"2689",81,80,19,"received"
"2690",81,80,19,"received"
"2691",80,81,14,"sent"
"2692",81,80,19,"received"
"2693",87,80,19,"received"
"2694",87,80,19,"received"
"2695",32,80,16,"received"
"2696",80,194,19,"sent"
"2697",15,80,19,"received"
"2698",194,80,19,"received"
"2699",32,80,18,"received"
"2700",87,80,19,"received"
"2701",32,80,19,"received"
"2702",81,80,19,"received"
"2703",80,81,19,"sent"
"2704",87,80,19,"received"
"2705",80,81,19,"sent"
"2706",32,80,19,"received"
"2707",32,80,17,"received"
"2708",87,80,19,"received"
"2709",24,80,19,"received"
"2710",80,180,19,"sent"
"2711",24,80,19,"received"
"2712",116,80,19,"received"
"2713",80,81,18,"sent"
"2714",80,396,18,"sent"
"2715",87,80,19,"received"
"2716",87,80,19,"received"
"2717",81,80,19,"received"
"2718",80,81,18,"sent"
"2719",80,81,18,"sent"
"2720",81,80,18,"received"
"2721",80,81,18,"sent"
"2722",80,81,17,"sent"
"2723",80,397,17,"sent"
"2724",32,80,19,"received"
"2725",80,81,19,"sent"
"2726",87,80,19,"received"
"2727",170,80,19,"received"
"2728",80,171,18,"sent"
"2729",80,32,18,"sent"
"2730",80,398,18,"sent"
"2731",32,399,16,"received"
"2732",32,133,16,"received"
"2733",124,80,18,"received"
"2734",80,346,17,"sent"
"2735",80,113,17,"sent"
"2736",87,81,16,"received"
"2737",87,80,16,"received"
"2738",87,124,16,"received"
"2739",80,87,19,"sent"
"2740",81,80,19,"received"
"2741",80,87,19,"sent"
"2742",116,80,18,"received"
"2743",81,80,19,"received"
"2744",80,81,19,"sent"
"2745",80,81,19,"sent"
"2746",30,80,19,"received"
"2747",80,81,19,"sent"
"2748",80,81,19,"sent"
"2749",80,81,19,"sent"
"2750",81,80,18,"received"
"2751",81,124,18,"received"
"2752",81,80,16,"received"
"2753",81,87,16,"received"
"2754",81,124,16,"received"
"2755",116,80,19,"received"
"2756",116,80,18,"received"
"2757",32,80,19,"received"
"2758",32,80,19,"received"
"2759",81,80,16,"received"
"2760",15,80,19,"received"
"2761",81,80,19,"received"
"2762",81,80,19,"received"
"2763",122,80,19,"received"
"2764",80,81,11,"sent"
"2765",80,370,11,"sent"
"2766",122,80,19,"received"
"2767",116,80,19,"received"
"2768",80,32,17,"sent"
"2769",80,180,19,"sent"
"2770",80,32,12,"sent"
"2771",122,80,19,"received"
"2772",80,81,19,"sent"
"2773",87,80,18,"received"
"2774",80,180,19,"sent"
"2775",80,180,19,"sent"
"2776",80,180,19,"sent"
"2777",80,32,18,"sent"
"2778",81,80,19,"received"
"2779",80,180,19,"sent"
"2780",80,180,19,"sent"
"2781",80,185,18,"sent"
"2782",80,81,18,"sent"
"2783",80,81,18,"sent"
"2784",194,80,19,"received"
"2785",80,32,19,"sent"
"2786",81,80,19,"received"
"2787",80,32,18,"sent"
"2788",80,256,18,"sent"
"2789",80,32,19,"sent"
"2790",80,81,15,"sent"
"2791",80,81,15,"sent"
"2792",80,116,19,"sent"
"2793",80,32,19,"sent"
"2794",80,145,17,"sent"
"2795",32,80,18,"received"
"2796",81,80,19,"received"
"2797",32,400,17,"received"
"2798",32,80,17,"received"
"2799",32,401,17,"received"
"2800",87,80,19,"received"
"2801",32,80,18,"received"
"2802",32,80,18,"received"
"2803",32,80,19,"received"
"2804",32,80,17,"received"
"2805",81,80,19,"received"
"2806",170,80,17,"received"
"2807",32,80,19,"received"
"2808",81,80,15,"received"
"2809",81,32,15,"received"
"2810",81,87,15,"received"
"2811",81,80,19,"received"
"2812",81,80,19,"received"
"2813",32,80,18,"received"
"2814",90,80,19,"received"
"2815",80,87,19,"sent"
"2816",170,80,17,"received"
"2817",124,80,18,"received"
"2818",124,81,18,"received"
"2819",87,80,19,"received"
"2820",122,80,17,"received"
"2821",122,80,19,"received"
"2822",87,80,19,"received"
"2823",122,80,19,"received"
"2824",122,80,19,"received"
"2825",116,80,18,"received"
"2826",32,80,17,"received"
"2827",81,80,19,"received"
"2828",81,80,19,"received"
"2829",81,80,18,"received"
"2830",32,80,17,"received"
"2831",32,80,18,"received"
"2832",81,80,19,"received"
"2833",81,80,18,"received"
"2834",81,124,18,"received"
"2835",116,80,19,"received"
"2836",124,81,18,"received"
"2837",124,80,18,"received"
"2838",81,80,19,"received"
"2839",32,80,19,"received"
"2840",81,80,18,"received"
"2841",81,80,19,"received"
"2842",124,81,18,"received"
"2843",124,80,18,"received"
"2844",32,80,19,"received"
"2845",32,80,19,"received"
"2846",80,81,18,"sent"
"2847",80,116,18,"sent"
"2848",81,80,16,"received"
"2849",81,187,16,"received"
"2850",81,402,16,"received"
"2851",124,81,18,"received"
"2852",124,80,18,"received"
"2853",32,80,18,"received"
"2854",124,81,18,"received"
"2855",124,80,18,"received"
"2856",124,80,19,"received"
"2857",80,81,17,"sent"
"2858",80,81,17,"sent"
"2859",80,272,17,"sent"
"2860",81,80,18,"received"
"2861",81,124,18,"received"
"2862",122,80,19,"received"
"2863",124,80,19,"received"
"2864",80,81,19,"sent"
"2865",122,80,19,"received"
"2866",32,80,19,"received"
"2867",80,86,15,"sent"
"2868",80,403,15,"sent"
"2869",122,81,18,"received"
"2870",122,80,18,"received"
"2871",80,368,15,"sent"
"2872",80,86,15,"sent"
"2873",81,80,18,"received"
"2874",80,87,18,"sent"
"2875",80,243,18,"sent"
"2876",81,227,18,"received"
"2877",87,80,19,"received"
"2878",32,80,19,"received"
"2879",122,80,19,"received"
"2880",122,80,19,"received"
"2881",81,80,19,"received"
"2882",122,80,19,"received"
"2883",122,81,18,"received"
"2884",122,80,18,"received"
"2885",80,32,19,"sent"
"2886",80,32,19,"sent"
"2887",32,80,17,"received"
"2888",80,40,19,"sent"
"2889",80,32,19,"sent"
"2890",122,80,19,"received"
"2891",116,80,18,"received"
"2892",87,81,17,"received"
"2893",87,80,17,"received"
"2894",194,32,19,"received"
"2895",32,80,19,"received"
"2896",124,81,16,"received"
"2897",124,80,16,"received"
"2898",124,116,16,"received"
"2899",87,80,18,"received"
"2900",32,80,19,"received"
"2901",32,80,19,"received"
"2902",32,80,19,"received"
"2903",81,80,16,"received"
"2904",32,80,19,"received"
"2905",32,86,17,"received"
"2906",32,180,17,"received"
"2907",80,48,16,"sent"
"2908",80,32,17,"sent"
"2909",80,256,17,"sent"
"2910",80,32,18,"sent"
"2911",32,80,19,"received"
"2912",80,32,18,"sent"
"2913",80,32,18,"sent"
"2914",80,32,18,"sent"
"2915",80,346,15,"sent"
"2916",80,113,15,"sent"
"2917",80,10,15,"sent"
"2918",80,87,15,"sent"
"2919",80,32,17,"sent"
"2920",80,32,19,"sent"
"2921",81,223,18,"received"
"2922",32,80,19,"received"
"2923",32,80,17,"received"
"2924",32,80,18,"received"
"2925",32,80,14,"received"
"2926",32,80,18,"received"
"2927",213,80,19,"received"
"2928",81,80,19,"received"
"2929",81,80,19,"received"
"2930",32,80,19,"received"
"2931",32,80,19,"received"
"2932",81,80,17,"received"
"2933",32,404,18,"received"
"2934",32,97,18,"received"
"2935",32,191,18,"received"
"2936",32,191,18,"received"
"2937",32,196,19,"received"
"2938",32,80,19,"received"
"2939",32,80,19,"received"
"2940",196,80,19,"received"
"2941",32,80,19,"received"
"2942",32,80,19,"received"
"2943",32,80,18,"received"
"2944",32,80,19,"received"
"2945",170,80,18,"received"
"2946",170,80,18,"received"
"2947",170,80,18,"received"
"2948",87,80,17,"received"
"2949",87,170,17,"received"
"2950",170,80,17,"received"
"2951",170,87,17,"received"
"2952",87,80,17,"received"
"2953",87,170,17,"received"
"2954",87,80,17,"received"
"2955",87,170,17,"received"
"2956",170,80,19,"received"
"2957",87,80,17,"received"
"2958",87,170,17,"received"
"2959",81,80,18,"received"
"2960",81,32,18,"received"
"2961",32,80,19,"received"
"2962",32,80,19,"received"
"2963",32,80,19,"received"
"2964",32,80,17,"received"
"2965",32,80,19,"received"
"2966",32,80,19,"received"
"2967",32,80,18,"received"
"2968",124,81,17,"received"
"2969",124,80,17,"received"
"2970",122,80,17,"received"
"2971",32,80,18,"received"
"2972",87,80,18,"received"
"2973",87,32,17,"received"
"2974",87,80,17,"received"
"2975",116,80,19,"received"
"2976",81,80,19,"received"
"2977",81,80,18,"received"
"2978",32,80,19,"received"
"2979",81,80,18,"received"
"2980",32,80,19,"received"
"2981",32,80,18,"received"
"2982",81,80,17,"received"
"2983",81,32,17,"received"
"2984",81,80,19,"received"
"2985",81,80,19,"received"
"2986",32,80,19,"received"
"2987",32,80,19,"received"
"2988",170,80,16,"received"
"2989",170,81,16,"received"
"2990",170,87,16,"received"
"2991",32,80,15,"received"
"2992",32,81,15,"received"
"2993",32,170,15,"received"
"2994",32,87,15,"received"
"2995",NA,18,19,"other"
"2996",32,80,18,"received"
"2997",32,80,18,"received"
"2998",170,80,19,"received"
"2999",9,80,19,"received"
"3000",32,80,19,"received"
"3001",170,80,15,"received"
"3002",170,87,15,"received"
"3003",81,80,16,"received"
"3004",81,80,16,"received"
"3005",87,81,16,"received"
"3006",87,80,16,"received"
"3007",170,80,17,"received"
"3008",87,170,19,"received"
"3009",87,80,19,"received"
"3010",87,80,19,"received"
"3011",87,80,19,"received"
"3012",87,80,19,"received"
"3013",81,80,19,"received"
"3014",81,80,16,"received"
"3015",87,80,19,"received"
"3016",81,80,18,"received"
"3017",81,272,18,"received"
"3018",15,80,19,"received"
"3019",32,80,16,"received"
"3020",32,80,19,"received"
"3021",87,80,19,"received"
"3022",87,80,19,"received"
"3023",213,80,19,"received"
"3024",87,80,19,"received"
"3025",87,80,19,"received"
"3026",87,80,19,"received"
"3027",81,80,19,"received"
"3028",81,80,19,"received"
"3029",81,80,17,"received"
"3030",124,81,18,"received"
"3031",124,80,18,"received"
"3032",9,80,18,"received"
"3033",32,80,19,"received"
"3034",87,80,19,"received"
"3035",87,80,19,"received"
"3036",116,80,18,"received"
"3037",122,80,19,"received"
"3038",116,80,18,"received"
"3039",143,80,18,"received"
"3040",87,80,19,"received"
"3041",116,80,18,"received"
"3042",116,81,18,"received"
"3043",56,80,19,"received"
"3044",191,80,18,"received"
"3045",32,80,17,"received"
"3046",81,80,19,"received"
"3047",32,80,19,"received"
"3048",32,80,18,"received"
"3049",87,80,18,"received"
"3050",32,80,19,"received"
"3051",81,80,19,"received"
"3052",32,80,19,"received"
"3053",93,257,18,"received"
"3054",93,87,18,"received"
"3055",32,87,15,"received"
"3056",32,80,19,"received"
"3057",32,80,19,"received"
"3058",32,80,17,"received"
"3059",32,80,19,"received"
"3060",81,80,18,"received"
"3061",87,80,19,"received"
"3062",196,80,17,"received"
"3063",81,87,19,"received"
"3064",81,80,18,"received"
"3065",81,80,18,"received"
"3066",81,80,18,"received"
"3067",32,80,17,"received"
"3068",81,80,18,"received"
"3069",32,80,19,"received"
"3070",81,80,19,"received"
"3071",81,80,18,"received"
"3072",81,80,19,"received"
"3073",81,80,18,"received"
"3074",87,80,19,"received"
"3075",81,80,19,"received"
"3076",32,80,19,"received"
"3077",32,80,19,"received"
"3078",81,80,19,"received"
"3079",81,80,19,"received"
"3080",32,80,19,"received"
"3081",81,80,19,"received"
"3082",81,80,19,"received"
"3083",81,80,19,"received"
"3084",122,80,19,"received"
"3085",170,80,18,"received"
"3086",170,80,18,"received"
"3087",32,80,19,"received"
"3088",81,80,19,"received"
"3089",81,80,19,"received"
"3090",116,80,18,"received"
"3091",116,81,18,"received"
"3092",81,80,19,"received"
"3093",170,405,16,"received"
"3094",170,80,16,"received"
"3095",170,86,16,"received"
"3096",170,87,16,"received"
"3097",81,80,19,"received"
"3098",81,80,19,"received"
"3099",170,80,18,"received"
"3100",170,80,19,"received"
"3101",170,80,19,"received"
"3102",50,80,19,"received"
"3103",81,80,19,"received"
"3104",213,80,19,"received"
"3105",216,80,19,"received"
"3106",200,80,19,"received"
"3107",32,80,19,"received"
"3108",86,80,18,"received"
"3109",196,80,19,"received"
"3110",81,80,19,"received"
"3111",170,80,19,"received"
"3112",32,80,18,"received"
"3113",32,80,19,"received"
"3114",87,80,19,"received"
"3115",32,80,19,"received"
"3116",32,80,19,"received"
"3117",NA,32,19,"other"
"3118",70,32,19,"received"
"3119",81,80,19,"received"
"3120",81,80,18,"received"
"3121",32,80,19,"received"
"3122",81,80,19,"received"
"3123",81,80,18,"received"
"3124",32,80,18,"received"
"3125",81,80,19,"received"
"3126",32,80,19,"received"
"3127",81,80,19,"received"
"3128",81,80,19,"received"
"3129",124,80,19,"received"
"3130",9,80,19,"received"
"3131",9,80,19,"received"
"3132",81,80,19,"received"
"3133",81,80,19,"received"
"3134",87,80,18,"received"
"3135",117,80,17,"received"
"3136",116,80,19,"received"
"3137",213,80,19,"received"
"3138",81,80,18,"received"
"3139",81,322,18,"received"
"3140",81,80,17,"received"
"3141",81,117,17,"received"
"3142",81,80,19,"received"
"3143",81,80,19,"received"
"3144",143,81,16,"received"
"3145",143,80,16,"received"
"3146",143,81,16,"received"
"3147",143,170,16,"received"
"3148",81,160,16,"received"
"3149",81,80,16,"received"
"3150",81,233,16,"received"
"3151",32,80,18,"received"
"3152",81,80,19,"received"
"3153",49,80,19,"received"
"3154",81,80,19,"received"
"3155",214,108,19,"received"
"3156",81,80,16,"received"
"3157",194,80,19,"received"
