"","from","to","weight","type"
"7349",NA,80,19,"received"
"7350",87,80,19,"received"
"7351",116,80,19,"received"
"7352",87,80,19,"received"
"7353",32,80,18,"received"
"7354",116,80,18,"received"
"7355",81,80,17,"received"
"7356",81,116,17,"received"
"7357",32,80,19,"received"
"7358",113,80,12,"received"
"7359",113,87,12,"received"
"7360",116,81,16,"received"
"7361",116,80,16,"received"
"7362",116,81,16,"received"
"7363",87,80,19,"received"
"7364",122,80,16,"received"
"7365",116,80,19,"received"
"7366",204,80,18,"received"
"7367",81,80,18,"received"
"7368",81,80,19,"received"
"7369",116,80,18,"received"
"7370",194,80,19,"received"
"7371",116,80,19,"received"
"7372",32,80,18,"received"
"7373",81,80,18,"received"
"7374",194,80,19,"received"
"7375",81,80,17,"received"
"7376",81,80,18,"received"
"7377",81,80,17,"received"
"7378",87,80,19,"received"
"7379",81,80,17,"received"
"7380",10,80,16,"received"
"7381",87,80,18,"received"
"7382",81,80,17,"received"
"7383",124,80,19,"received"
"7384",143,80,19,"received"
"7385",81,80,17,"received"
"7386",116,80,18,"received"
"7387",87,80,18,"received"
"7388",124,80,19,"received"
"7389",32,80,19,"received"
"7390",10,80,16,"received"
"7391",81,80,18,"received"
"7392",32,80,19,"received"
"7393",194,80,19,"received"
"7394",10,80,16,"received"
"7395",143,80,19,"received"
"7396",32,80,19,"received"
"7397",10,80,19,"received"
"7398",81,80,19,"received"
"7399",10,80,18,"received"
"7400",87,80,19,"received"
"7401",87,80,19,"received"
"7402",113,80,19,"received"
"7403",32,80,19,"received"
"7404",116,80,18,"received"
"7405",81,80,14,"received"
"7406",10,80,19,"received"
"7407",81,80,19,"received"
"7408",194,80,19,"received"
"7409",16,80,19,"received"
"7410",194,80,19,"received"
"7411",180,80,19,"received"
"7412",81,80,19,"received"
"7413",16,80,19,"received"
"7414",32,80,19,"received"
"7415",116,80,19,"received"
"7416",81,80,17,"received"
"7417",32,80,19,"received"
"7418",180,80,19,"received"
"7419",122,80,19,"received"
"7420",81,80,17,"received"
"7421",225,80,19,"received"
"7422",32,80,18,"received"
"7423",16,80,19,"received"
"7424",81,80,18,"received"
"7425",32,80,19,"received"
"7426",81,80,19,"received"
"7427",180,80,19,"received"
"7428",170,80,18,"received"
"7429",180,80,19,"received"
"7430",32,80,17,"received"
"7431",113,80,19,"received"
"7432",87,80,19,"received"
"7433",32,80,18,"received"
"7434",87,80,19,"received"
"7435",143,80,19,"received"
"7436",105,80,19,"received"
"7437",143,80,19,"received"
"7438",87,80,19,"received"
"7439",122,80,19,"received"
"7440",180,80,19,"received"
"7441",116,80,19,"received"
"7442",194,80,19,"received"
"7443",32,80,17,"received"
"7444",NA,80,19,"received"
"7445",194,80,19,"received"
"7446",194,80,19,"received"
"7447",10,80,19,"received"
"7448",153,80,19,"received"
"7449",194,80,19,"received"
"7450",32,80,19,"received"
"7451",81,80,19,"received"
"7452",170,80,18,"received"
"7453",87,80,19,"received"
"7454",116,80,19,"received"
"7455",194,80,19,"received"
"7456",81,80,19,"received"
"7457",81,80,19,"received"
"7458",87,170,18,"received"
"7459",32,80,17,"received"
"7460",81,80,17,"received"
"7461",170,80,18,"received"
"7462",170,87,18,"received"
"7463",81,80,18,"received"
"7464",16,80,19,"received"
"7465",87,80,18,"received"
"7466",105,80,19,"received"
"7467",81,80,18,"received"
"7468",105,80,16,"received"
"7469",81,80,16,"received"
"7470",81,80,17,"received"
"7471",105,80,19,"received"
"7472",170,80,18,"received"
"7473",32,80,19,"received"
"7474",135,80,19,"received"
"7475",81,80,17,"received"
"7476",10,80,17,"received"
"7477",32,80,17,"received"
"7478",168,80,19,"received"
"7479",87,80,17,"received"
"7480",94,80,19,"received"
"7481",87,80,18,"received"
"7482",81,80,18,"received"
"7483",81,150,18,"received"
"7484",81,80,17,"received"
"7485",81,80,18,"received"
"7486",87,80,19,"received"
"7487",81,80,18,"received"
"7488",81,80,19,"received"
"7489",81,80,17,"received"
"7490",81,80,18,"received"
"7491",81,80,18,"received"
"7492",87,80,18,"received"
"7493",112,80,18,"received"
"7494",81,80,19,"received"
"7495",81,80,19,"received"
"7496",81,80,19,"received"
"7497",10,80,17,"received"
"7498",32,80,16,"received"
"7499",NA,80,15,"received"
"7500",87,80,16,"received"
"7501",87,80,19,"received"
"7502",81,80,18,"received"
"7503",47,14,19,"received"
"7504",170,80,16,"received"
"7505",170,80,18,"received"
"7506",87,80,19,"received"
"7507",81,80,18,"received"
"7508",9,80,19,"received"
"7509",81,80,18,"received"
"7510",32,80,18,"received"
"7511",122,80,19,"received"
"7512",116,80,19,"received"
"7513",194,80,19,"received"
"7514",194,80,19,"received"
"7515",81,80,18,"received"
"7516",81,80,19,"received"
"7517",143,80,19,"received"
"7518",143,80,19,"received"
"7519",32,80,18,"received"
"7520",194,80,19,"received"
"7521",81,80,18,"received"
"7522",87,80,17,"received"
"7523",87,80,17,"received"
"7524",194,80,19,"received"
"7525",32,80,17,"received"
"7526",170,80,18,"received"
"7527",10,80,16,"received"
"7528",105,80,18,"received"
"7529",105,87,18,"received"
"7530",116,80,19,"received"
"7531",81,80,17,"received"
"7532",87,80,18,"received"
"7533",87,105,18,"received"
"7534",194,80,19,"received"
"7535",10,80,16,"received"
"7536",81,80,19,"received"
"7537",87,80,17,"received"
"7538",87,80,19,"received"
"7539",81,80,19,"received"
"7540",112,144,18,"received"
"7541",112,80,18,"received"
"7542",94,80,18,"received"
"7543",94,87,18,"received"
"7544",81,80,16,"received"
"7545",81,10,16,"received"
"7546",81,80,17,"received"
"7547",81,80,18,"received"
"7548",81,80,18,"received"
"7549",32,80,12,"received"
"7550",32,80,19,"received"
"7551",81,80,18,"received"
"7552",38,80,18,"received"
"7553",81,80,16,"received"
"7554",81,80,19,"received"
"7555",81,80,17,"received"
"7556",10,80,16,"received"
"7557",103,80,16,"received"
"7558",87,80,19,"received"
"7559",81,80,17,"received"
"7560",87,80,19,"received"
"7561",10,80,19,"received"
"7562",10,80,19,"received"
"7563",87,80,16,"received"
"7564",81,80,17,"received"
"7565",81,80,16,"received"
"7566",81,80,18,"received"
"7567",81,80,17,"received"
"7568",81,80,19,"received"
"7569",80,32,19,"sent"
"7570",124,80,18,"received"
"7571",180,80,17,"received"
"7572",80,32,17,"sent"
"7573",80,256,17,"sent"
"7574",87,80,17,"received"
"7575",87,180,17,"received"
"7576",87,80,19,"received"
"7577",32,80,19,"received"
"7578",81,80,18,"received"
"7579",32,80,19,"received"
"7580",32,80,19,"received"
"7581",48,80,15,"received"
"7582",48,290,15,"received"
"7583",80,116,17,"sent"
"7584",80,185,17,"sent"
"7585",80,116,18,"sent"
"7586",81,80,17,"received"
"7587",81,80,17,"received"
"7588",80,60,18,"sent"
"7589",80,112,19,"sent"
"7590",80,124,17,"sent"
"7591",80,272,17,"sent"
"7592",116,80,19,"received"
"7593",80,194,17,"sent"
"7594",80,387,17,"sent"
"7595",87,80,15,"received"
"7596",87,170,15,"received"
"7597",87,48,15,"received"
"7598",80,112,19,"sent"
"7599",80,112,19,"sent"
"7600",116,80,18,"received"
"7601",81,80,17,"received"
"7602",80,116,19,"sent"
"7603",10,80,19,"received"
"7604",80,112,18,"sent"
"7605",194,80,19,"received"
"7606",80,32,18,"sent"
"7607",116,80,19,"received"
"7608",80,112,18,"sent"
"7609",194,80,19,"received"
"7610",80,185,18,"sent"
"7611",80,185,18,"sent"
"7612",80,32,18,"sent"
"7613",80,81,17,"sent"
"7614",80,408,17,"sent"
"7615",80,116,17,"sent"
"7616",87,80,19,"received"
"7617",80,112,19,"sent"
"7618",116,80,18,"received"
"7619",116,80,18,"received"
"7620",116,80,18,"received"
"7621",116,80,18,"received"
"7622",80,282,18,"sent"
"7623",80,87,18,"sent"
"7624",116,80,18,"received"
"7625",81,80,16,"received"
"7626",81,80,19,"received"
"7627",80,32,18,"sent"
"7628",48,144,15,"received"
"7629",48,80,15,"received"
"7630",80,66,19,"sent"
"7631",80,66,19,"sent"
"7632",80,116,19,"sent"
"7633",7,80,19,"received"
"7634",80,116,19,"sent"
"7635",80,116,18,"sent"
"7636",80,116,19,"sent"
"7637",81,80,18,"received"
"7638",81,80,19,"received"
"7639",81,80,19,"received"
"7640",80,116,17,"sent"
"7641",149,80,19,"received"
"7642",194,80,19,"received"
"7643",103,80,16,"received"
"7644",81,80,19,"received"
"7645",225,80,19,"received"
"7646",87,80,19,"received"
"7647",116,80,19,"received"
"7648",80,116,19,"sent"
"7649",105,80,16,"received"
"7650",105,32,16,"received"
"7651",105,170,16,"received"
"7652",105,87,16,"received"
"7653",81,80,19,"received"
"7654",105,80,19,"received"
"7655",105,80,19,"received"
"7656",80,32,15,"sent"
"7657",80,174,15,"sent"
"7658",80,475,15,"sent"
"7659",81,80,19,"received"
"7660",113,80,19,"received"
"7661",80,32,17,"sent"
"7662",32,80,18,"received"
"7663",87,80,19,"received"
"7664",80,124,17,"sent"
"7665",80,272,17,"sent"
"7666",32,80,17,"received"
"7667",32,87,17,"received"
"7668",142,80,16,"received"
"7669",80,81,16,"sent"
"7670",80,124,16,"sent"
"7671",80,272,16,"sent"
"7672",87,80,19,"received"
"7673",194,80,19,"received"
"7674",80,81,16,"sent"
"7675",80,32,16,"sent"
"7676",80,272,16,"sent"
"7677",80,81,16,"sent"
"7678",80,32,16,"sent"
"7679",80,272,16,"sent"
"7680",15,80,19,"received"
"7681",80,476,17,"sent"
"7682",80,32,17,"sent"
"7683",80,32,18,"sent"
"7684",80,32,17,"sent"
"7685",80,32,16,"sent"
"7686",80,174,16,"sent"
"7687",80,286,15,"sent"
"7688",80,32,15,"sent"
"7689",80,174,15,"sent"
"7690",80,477,18,"sent"
"7691",80,86,18,"sent"
"7692",80,32,15,"sent"
"7693",80,32,14,"sent"
"7694",80,256,14,"sent"
"7695",80,81,19,"sent"
"7696",80,81,19,"sent"
"7697",80,81,19,"sent"
"7698",80,81,19,"sent"
"7699",80,32,18,"sent"
"7700",80,256,18,"sent"
"7701",32,80,18,"received"
"7702",32,87,18,"received"
"7703",80,81,19,"sent"
"7704",87,32,19,"received"
"7705",80,86,18,"sent"
"7706",80,403,18,"sent"
"7707",81,80,17,"received"
"7708",194,80,19,"received"
"7709",194,80,19,"received"
"7710",194,80,19,"received"
"7711",81,80,18,"received"
"7712",81,80,18,"received"
"7713",194,80,19,"received"
"7714",80,122,19,"sent"
"7715",80,116,19,"sent"
"7716",80,144,17,"sent"
"7717",194,478,18,"received"
"7718",194,80,18,"received"
"7719",194,478,18,"received"
"7720",194,80,18,"received"
"7721",80,135,19,"sent"
"7722",80,32,19,"sent"
"7723",81,80,19,"received"
"7724",81,80,18,"received"
"7725",32,80,19,"received"
"7726",32,80,18,"received"
"7727",10,80,17,"received"
"7728",81,80,16,"received"
"7729",81,80,18,"received"
"7730",81,80,18,"received"
"7731",81,80,19,"received"
"7732",32,80,19,"received"
"7733",87,80,18,"received"
"7734",105,80,14,"received"
"7735",105,87,14,"received"
"7736",87,80,14,"received"
"7737",87,105,14,"received"
"7738",81,80,17,"received"
"7739",81,80,17,"received"
"7740",81,80,17,"received"
"7741",87,80,19,"received"
"7742",81,80,17,"received"
"7743",87,80,17,"received"
"7744",32,80,17,"received"
"7745",81,80,19,"received"
"7746",87,80,19,"received"
"7747",116,80,18,"received"
"7748",116,80,18,"received"
"7749",10,80,16,"received"
"7750",32,80,16,"received"
"7751",32,10,16,"received"
"7752",32,80,19,"received"
"7753",143,80,19,"received"
"7754",116,80,19,"received"
"7755",116,80,18,"received"
"7756",32,80,19,"received"
"7757",87,80,17,"received"
"7758",116,80,18,"received"
"7759",87,80,19,"received"
"7760",87,80,19,"received"
"7761",219,80,19,"received"
"7762",80,196,19,"sent"
"7763",80,196,19,"sent"
"7764",80,12,19,"sent"
"7765",80,110,19,"sent"
"7766",80,135,19,"sent"
"7767",80,110,19,"sent"
"7768",80,135,18,"sent"
"7769",80,32,17,"sent"
"7770",80,256,17,"sent"
"7771",80,116,18,"sent"
"7772",116,80,19,"received"
"7773",80,32,13,"sent"
"7774",80,256,13,"sent"
"7775",80,32,18,"sent"
"7776",80,282,18,"sent"
"7777",80,87,18,"sent"
"7778",80,32,18,"sent"
"7779",87,80,16,"received"
"7780",116,80,19,"received"
"7781",81,80,18,"received"
"7782",81,87,18,"received"
"7783",116,80,19,"received"
"7784",81,80,19,"received"
"7785",87,80,19,"received"
"7786",180,80,18,"received"
"7787",180,86,18,"received"
"7788",87,80,19,"received"
"7789",81,80,17,"received"
"7790",87,80,19,"received"
"7791",87,80,19,"received"
"7792",80,10,19,"sent"
"7793",80,194,19,"sent"
"7794",80,479,18,"sent"
"7795",80,90,18,"sent"
"7796",80,143,19,"sent"
"7797",80,196,17,"sent"
"7798",87,80,12,"received"
"7799",80,77,19,"sent"
"7800",80,77,19,"sent"
"7801",80,185,17,"sent"
"7802",80,204,17,"sent"
"7803",80,204,17,"sent"
"7804",80,87,18,"sent"
"7805",80,243,18,"sent"
"7806",171,80,19,"received"
"7807",80,116,18,"sent"
"7808",124,80,18,"received"
"7809",80,185,17,"sent"
"7810",105,80,16,"received"
"7811",80,116,18,"sent"
"7812",143,80,19,"received"
"7813",112,144,17,"received"
"7814",112,80,17,"received"
"7815",87,80,19,"received"
"7816",80,180,18,"sent"
"7817",80,150,19,"sent"
"7818",194,80,19,"received"
"7819",80,81,17,"sent"
"7820",80,124,17,"sent"
"7821",80,272,17,"sent"
"7822",194,80,19,"received"
"7823",81,80,16,"received"
"7824",32,80,19,"received"
"7825",180,80,19,"received"
"7826",87,80,19,"received"
"7827",80,116,18,"sent"
"7828",80,116,18,"sent"
"7829",80,116,19,"sent"
"7830",80,116,19,"sent"
"7831",80,116,19,"sent"
"7832",81,80,16,"received"
"7833",80,122,15,"sent"
"7834",80,122,15,"sent"
"7835",80,226,15,"sent"
"7836",80,292,15,"sent"
"7837",81,80,16,"received"
"7838",80,32,19,"sent"
"7839",80,290,18,"sent"
"7840",80,170,18,"sent"
"7841",80,32,19,"sent"
"7842",80,122,18,"sent"
"7843",81,80,16,"received"
"7844",80,32,19,"sent"
"7845",48,80,16,"received"
"7846",80,32,19,"sent"
"7847",80,87,19,"sent"
"7848",87,80,19,"received"
"7849",80,122,18,"sent"
"7850",80,116,19,"sent"
"7851",80,116,18,"sent"
"7852",80,81,19,"sent"
"7853",80,122,17,"sent"
"7854",80,180,17,"sent"
"7855",80,87,19,"sent"
"7856",80,122,17,"sent"
"7857",80,122,17,"sent"
"7858",134,197,19,"received"
"7859",80,171,18,"sent"
"7860",80,105,18,"sent"
"7861",11,80,19,"received"
"7862",80,116,18,"sent"
"7863",81,80,16,"received"
"7864",81,80,16,"received"
"7865",80,87,17,"sent"
"7866",116,80,18,"received"
"7867",80,81,17,"sent"
"7868",80,81,17,"sent"
"7869",80,292,17,"sent"
"7870",87,94,18,"received"
"7871",87,80,18,"received"
"7872",80,81,18,"sent"
"7873",94,87,17,"received"
"7874",94,480,17,"received"
"7875",94,87,17,"received"
"7876",81,80,17,"received"
"7877",80,87,19,"sent"
"7878",80,87,19,"sent"
"7879",81,80,16,"received"
"7880",80,87,18,"sent"
"7881",80,243,18,"sent"
"7882",81,80,17,"received"
"7883",80,81,17,"sent"
"7884",80,324,17,"sent"
"7885",80,124,17,"sent"
"7886",81,80,16,"received"
"7887",32,80,19,"received"
"7888",80,87,19,"sent"
"7889",87,80,19,"received"
"7890",80,87,19,"sent"
"7891",80,156,18,"sent"
"7892",80,32,19,"sent"
"7893",80,292,15,"sent"
"7894",80,87,15,"sent"
"7895",80,116,19,"sent"
"7896",116,80,18,"received"
"7897",80,32,19,"sent"
"7898",80,87,16,"sent"
"7899",80,116,18,"sent"
"7900",116,80,18,"received"
"7901",80,81,17,"sent"
"7902",80,124,17,"sent"
"7903",80,272,17,"sent"
"7904",81,80,17,"received"
"7905",80,169,16,"sent"
"7906",80,77,16,"sent"
"7907",80,481,16,"sent"
"7908",143,80,19,"received"
"7909",80,32,19,"sent"
"7910",80,122,19,"sent"
"7911",80,156,19,"sent"
"7912",80,32,19,"sent"
"7913",80,32,18,"sent"
"7914",80,87,18,"sent"
"7915",80,32,18,"sent"
"7916",80,256,18,"sent"
"7917",80,81,19,"sent"
"7918",80,205,18,"sent"
"7919",143,80,19,"received"
"7920",80,81,17,"sent"
"7921",80,124,17,"sent"
"7922",80,381,17,"sent"
"7923",80,87,19,"sent"
"7924",80,482,17,"sent"
"7925",80,171,17,"sent"
"7926",80,124,18,"sent"
"7927",80,272,18,"sent"
"7928",80,194,19,"sent"
"7929",80,32,19,"sent"
"7930",32,80,17,"received"
"7931",180,80,17,"received"
"7932",80,87,19,"sent"
"7933",80,194,18,"sent"
"7934",80,387,18,"sent"
"7935",32,80,19,"received"
"7936",80,87,19,"sent"
"7937",80,194,19,"sent"
"7938",80,483,17,"sent"
"7939",80,194,17,"sent"
"7940",80,194,19,"sent"
"7941",32,80,18,"received"
"7942",80,81,19,"sent"
"7943",80,81,19,"sent"
"7944",80,194,19,"sent"
"7945",80,194,19,"sent"
"7946",32,80,19,"received"
"7947",80,483,16,"sent"
"7948",80,194,16,"sent"
"7949",80,81,19,"sent"
"7950",81,80,16,"received"
"7951",80,87,17,"sent"
"7952",143,80,19,"received"
"7953",80,87,19,"sent"
"7954",80,87,17,"sent"
"7955",80,87,17,"sent"
"7956",132,80,19,"received"
"7957",80,87,17,"sent"
"7958",80,170,17,"sent"
"7959",32,80,18,"received"
"7960",80,116,19,"sent"
"7961",80,32,17,"sent"
"7962",80,32,17,"sent"
"7963",80,180,19,"sent"
"7964",80,87,18,"sent"
"7965",80,243,18,"sent"
"7966",10,80,17,"received"
"7967",80,32,19,"sent"
"7968",80,32,19,"sent"
"7969",32,80,17,"received"
"7970",87,80,19,"received"
"7971",80,81,19,"sent"
"7972",80,81,19,"sent"
"7973",80,81,18,"sent"
"7974",80,81,18,"sent"
"7975",80,81,18,"sent"
"7976",80,81,18,"sent"
"7977",80,81,18,"sent"
"7978",80,81,18,"sent"
"7979",80,81,18,"sent"
"7980",80,81,19,"sent"
"7981",80,81,18,"sent"
"7982",80,484,18,"sent"
"7983",80,87,18,"sent"
"7984",194,80,19,"received"
"7985",80,32,18,"sent"
"7986",80,361,18,"sent"
"7987",80,87,18,"sent"
"7988",80,32,19,"sent"
"7989",80,32,19,"sent"
"7990",80,483,18,"sent"
"7991",80,194,18,"sent"
"7992",194,80,19,"received"
"7993",80,81,17,"sent"
"7994",80,124,17,"sent"
"7995",80,305,17,"sent"
"7996",196,80,16,"received"
"7997",80,10,18,"sent"
"7998",80,116,18,"sent"
"7999",80,265,18,"sent"
"8000",80,81,19,"sent"
"8001",32,80,19,"received"
"8002",80,87,19,"sent"
"8003",81,80,19,"received"
"8004",80,87,19,"sent"
"8005",80,292,18,"sent"
"8006",80,87,18,"sent"
"8007",80,87,19,"sent"
"8008",180,80,19,"received"
"8009",116,80,18,"received"
"8010",180,81,16,"received"
"8011",180,80,16,"received"
"8012",180,32,16,"received"
"8013",180,87,16,"received"
"8014",81,80,15,"received"
"8015",81,32,15,"received"
"8016",81,87,15,"received"
"8017",81,180,15,"received"
"8018",81,180,15,"received"
"8019",180,80,19,"received"
"8020",185,80,18,"received"
"8021",185,150,18,"received"
"8022",185,80,18,"received"
"8023",185,150,18,"received"
"8024",150,80,19,"received"
"8025",180,80,19,"received"
"8026",80,87,19,"sent"
"8027",194,80,19,"received"
"8028",80,116,19,"sent"
"8029",10,80,18,"received"
"8030",80,87,19,"sent"
"8031",80,87,19,"sent"
"8032",80,10,19,"sent"
"8033",80,32,16,"sent"
"8034",81,80,18,"received"
"8035",81,150,18,"received"
"8036",80,32,18,"sent"
"8037",80,32,18,"sent"
"8038",80,81,19,"sent"
"8039",180,80,19,"received"
"8040",80,180,19,"sent"
"8041",81,80,18,"received"
"8042",81,251,18,"received"
"8043",80,32,19,"sent"
"8044",80,32,16,"sent"
"8045",80,81,19,"sent"
"8046",80,81,19,"sent"
"8047",80,485,18,"sent"
"8048",80,170,18,"sent"
"8049",81,80,19,"received"
"8050",80,170,19,"sent"
"8051",80,170,19,"sent"
"8052",32,80,19,"received"
"8053",80,170,18,"sent"
"8054",80,81,17,"sent"
"8055",80,81,17,"sent"
"8056",80,116,17,"sent"
"8057",80,156,18,"sent"
"8058",32,80,19,"received"
"8059",180,80,19,"received"
"8060",80,32,17,"sent"
"8061",80,256,17,"sent"
"8062",80,32,19,"sent"
"8063",32,80,19,"received"
"8064",80,116,19,"sent"
"8065",180,80,15,"received"
"8066",80,32,19,"sent"
"8067",80,156,18,"sent"
"8068",80,116,19,"sent"
"8069",80,116,18,"sent"
"8070",80,265,18,"sent"
"8071",80,116,19,"sent"
"8072",80,10,19,"sent"
"8073",80,116,19,"sent"
"8074",10,80,19,"received"
"8075",180,80,15,"received"
"8076",180,184,15,"received"
"8077",180,90,15,"received"
"8078",180,87,15,"received"
"8079",180,12,15,"received"
"8080",48,80,17,"received"
"8081",81,80,18,"received"
"8082",81,80,18,"received"
"8083",180,80,18,"received"
"8084",80,87,17,"sent"
"8085",80,243,17,"sent"
"8086",81,80,18,"received"
"8087",81,80,18,"received"
"8088",81,80,18,"received"
"8089",81,80,19,"received"
"8090",81,80,19,"received"
"8091",32,80,19,"received"
"8092",80,87,18,"sent"
"8093",87,80,19,"received"
"8094",105,80,18,"received"
"8095",80,60,18,"sent"
"8096",32,80,16,"received"
"8097",32,80,19,"received"
"8098",32,80,17,"received"
"8099",10,80,19,"received"
"8100",80,32,19,"sent"
"8101",143,80,19,"received"
"8102",32,160,18,"received"
"8103",32,233,18,"received"
"8104",80,87,19,"sent"
"8105",80,32,19,"sent"
"8106",87,80,18,"received"
"8107",80,10,16,"sent"
"8108",80,156,17,"sent"
"8109",80,156,17,"sent"
"8110",80,32,18,"sent"
"8111",80,256,18,"sent"
"8112",80,32,19,"sent"
"8113",116,80,18,"received"
"8114",80,143,19,"sent"
"8115",168,80,19,"received"
"8116",32,80,18,"received"
"8117",80,32,19,"sent"
"8118",16,80,19,"received"
"8119",80,105,19,"sent"
"8120",89,80,19,"received"
"8121",80,32,19,"sent"
"8122",172,80,19,"received"
"8123",80,87,19,"sent"
"8124",44,80,19,"received"
"8125",32,80,19,"received"
"8126",32,80,19,"received"
"8127",32,80,19,"received"
"8128",80,32,18,"sent"
"8129",80,32,18,"sent"
"8130",32,80,19,"received"
"8131",32,80,19,"received"
"8132",87,80,19,"received"
"8133",87,80,19,"received"
"8134",87,80,19,"received"
"8135",32,80,19,"received"
"8136",143,80,19,"received"
"8137",81,80,16,"received"
"8138",81,80,16,"received"
"8139",32,80,19,"received"
"8140",87,80,19,"received"
"8141",32,80,16,"received"
"8142",32,80,19,"received"
"8143",32,80,17,"received"
"8144",81,80,19,"received"
"8145",80,32,19,"sent"
"8146",80,286,17,"sent"
"8147",80,32,17,"sent"
"8148",80,32,17,"sent"
"8149",32,80,18,"received"
"8150",80,87,19,"sent"
"8151",81,80,17,"received"
"8152",194,80,19,"received"
"8153",80,194,19,"sent"
"8154",80,81,19,"sent"
"8155",80,194,19,"sent"
"8156",80,87,19,"sent"
"8157",80,87,18,"sent"
"8158",80,243,18,"sent"
"8159",80,87,19,"sent"
"8160",80,87,19,"sent"
"8161",80,87,17,"sent"
"8162",80,243,17,"sent"
"8163",81,80,18,"received"
"8164",80,10,18,"sent"
"8165",80,87,19,"sent"
"8166",80,87,19,"sent"
"8167",116,80,18,"received"
"8168",80,105,18,"sent"
"8169",80,170,18,"sent"
"8170",80,87,19,"sent"
"8171",80,87,19,"sent"
"8172",80,87,19,"sent"
"8173",80,87,19,"sent"
"8174",80,32,18,"sent"
"8175",80,81,19,"sent"
"8176",80,170,18,"sent"
"8177",80,170,18,"sent"
"8178",80,63,17,"sent"
"8179",80,81,19,"sent"
"8180",80,87,19,"sent"
"8181",32,80,19,"received"
"8182",80,180,19,"sent"
"8183",80,116,19,"sent"
"8184",80,32,18,"sent"
"8185",80,354,18,"sent"
"8186",80,122,17,"sent"
"8187",80,122,17,"sent"
"8188",80,87,19,"sent"
"8189",80,87,18,"sent"
"8190",80,243,18,"sent"
"8191",80,87,19,"sent"
"8192",80,81,17,"sent"
"8193",80,124,17,"sent"
"8194",80,272,17,"sent"
"8195",80,10,18,"sent"
"8196",80,135,18,"sent"
"8197",80,10,18,"sent"
"8198",80,116,18,"sent"
"8199",80,32,16,"sent"
"8200",80,256,16,"sent"
"8201",80,87,19,"sent"
"8202",80,105,18,"sent"
"8203",80,116,18,"sent"
"8204",80,486,17,"sent"
"8205",80,122,17,"sent"
"8206",80,87,15,"sent"
"8207",80,122,17,"sent"
"8208",80,122,17,"sent"
"8209",80,116,19,"sent"
"8210",80,169,18,"sent"
"8211",80,116,18,"sent"
"8212",80,194,19,"sent"
"8213",80,10,19,"sent"
"8214",80,87,19,"sent"
"8215",80,116,19,"sent"
"8216",80,194,19,"sent"
"8217",80,30,17,"sent"
"8218",80,30,17,"sent"
"8219",87,80,19,"received"
"8220",80,10,19,"sent"
"8221",87,80,17,"received"
"8222",87,80,19,"received"
"8223",87,80,19,"received"
"8224",32,80,19,"received"
"8225",87,80,19,"received"
"8226",81,80,19,"received"
"8227",87,80,17,"received"
"8228",16,80,19,"received"
"8229",194,80,19,"received"
"8230",87,80,19,"received"
"8231",220,80,18,"received"
"8232",81,80,18,"received"
"8233",80,105,18,"sent"
"8234",150,80,19,"received"
"8235",80,105,18,"sent"
"8236",87,80,16,"received"
"8237",87,80,16,"received"
"8238",80,94,17,"sent"
"8239",80,226,17,"sent"
"8240",80,87,17,"sent"
"8241",80,94,16,"sent"
"8242",80,226,16,"sent"
"8243",80,87,16,"sent"
"8244",87,80,19,"received"
"8245",80,194,19,"sent"
"8246",81,80,18,"received"
"8247",143,80,19,"received"
"8248",220,80,18,"received"
"8249",87,80,19,"received"
"8250",80,30,18,"sent"
"8251",81,80,16,"received"
"8252",87,80,19,"received"
"8253",116,80,19,"received"
"8254",80,194,19,"sent"
"8255",87,80,19,"received"
"8256",87,80,19,"received"
"8257",80,10,18,"sent"
"8258",80,194,19,"sent"
"8259",87,80,19,"received"
"8260",80,81,18,"sent"
"8261",80,87,18,"sent"
"8262",87,80,19,"received"
"8263",87,80,19,"received"
"8264",80,87,19,"sent"
"8265",80,116,18,"sent"
"8266",80,116,19,"sent"
"8267",196,80,19,"received"
"8268",194,80,19,"received"
"8269",87,80,15,"received"
"8270",80,144,17,"sent"
"8271",80,81,17,"sent"
"8272",80,124,17,"sent"
"8273",80,272,17,"sent"
"8274",81,80,19,"received"
"8275",80,87,19,"sent"
"8276",87,80,19,"received"
"8277",80,292,18,"sent"
"8278",80,87,18,"sent"
"8279",80,124,18,"sent"
"8280",80,381,18,"sent"
"8281",80,290,17,"sent"
"8282",80,170,17,"sent"
"8283",32,80,19,"received"
"8284",81,80,18,"received"
"8285",80,116,19,"sent"
"8286",81,80,18,"received"
"8287",180,80,19,"received"
"8288",32,80,19,"received"
"8289",143,80,19,"received"
"8290",81,80,18,"received"
"8291",81,80,19,"received"
"8292",81,80,18,"received"
"8293",81,474,18,"received"
"8294",170,80,17,"received"
"8295",170,124,17,"received"
"8296",81,80,17,"received"
"8297",81,80,18,"received"
"8298",81,80,18,"received"
"8299",81,474,18,"received"
"8300",87,81,17,"received"
"8301",87,80,17,"received"
"8302",81,80,18,"received"
"8303",87,80,19,"received"
"8304",148,80,19,"received"
"8305",32,80,19,"received"
"8306",81,80,17,"received"
"8307",81,87,17,"received"
"8308",143,80,19,"received"
"8309",81,80,17,"received"
"8310",81,87,17,"received"
"8311",148,80,19,"received"
"8312",81,80,19,"received"
"8313",10,80,19,"received"
"8314",87,80,19,"received"
"8315",81,80,19,"received"
"8316",87,80,19,"received"
"8317",80,116,19,"sent"
